Pipeline Log - Timestamp: 1757290563
Stage,ItemID,Value,Timestamp
Stage3,215,7.26864,604587 (VALID, latency=0.100266ms)
Stage1,216,2288,604589
Stage1,216,2288,604589
Stage2,216,8.08547,604589
Stage1,217,9429,604591
Stage1,217,9429,604591
Stage2,217,9.23593,604591
Stage1,217,9429,604591
Stage2,217,9.23593,604591
Stage3,217,9.23593,604591 (VALID, latency=0.122962ms)
Stage1,218,770,604594
Stage1,218,770,604594
Stage2,218,6.34202,604594
Stage1,218,770,604594
Stage2,218,6.34202,604594
Stage3,218,6.34202,604594 (VALID, latency=0.121522ms)
Stage1,219,5989,604596
Stage1,219,5989,604596
Stage2,219,8.84312,604596
Stage1,220,2898,604598
Stage1,220,2898,604598
Stage2,220,8.22967,604598
Stage1,220,2898,604598
Stage2,220,8.22967,604598
Stage3,220,8.22967,604598 (VALID, latency=0.126811ms)
Stage1,221,6948,604601
Stage1,221,6948,604601
Stage2,221,8.82976,604601
Stage1,222,1613,604603
Stage1,222,1613,604603
Stage2,222,7.54253,604603
Stage1,223,8805,604605
Stage1,223,8805,604605
Stage2,223,9.15834,604605
Stage1,223,8805,604605
Stage2,223,9.15834,604605
Stage3,223,9.15834,604605 (VALID, latency=0.138437ms)
Stage1,224,9297,604607
Stage1,224,9297,604607
Stage2,224,9.45701,604608
Stage1,224,9297,604607
Stage2,224,9.45701,604608
Stage3,224,9.45701,604608 (VALID, latency=0.119109ms)
Stage1,225,6244,604610
Stage1,225,6244,604610
Stage2,225,8.90214,604610
Stage1,225,6244,604610
Stage2,225,8.90214,604610
Stage3,225,8.90214,604610 (VALID, latency=0.138344ms)
Stage1,226,8082,604615
Stage1,226,8082,604615
Stage2,226,9.23522,604615
Stage1,226,8082,604615
Stage2,226,9.23522,604615
Stage3,226,9.23522,604615 (VALID, latency=0.127128ms)
Stage1,227,2957,604617
Stage1,227,2957,604617
Stage2,227,8.21609,604617
Stage1,228,6335,604619
Stage1,228,6335,604619
Stage2,228,8.76147,604619
Stage1,228,6335,604619
Stage2,228,8.76147,604619
Stage3,228,8.76147,604619 (VALID, latency=0.118727ms)
Stage1,229,1055,604622
Stage1,229,1055,604622
Stage2,229,7.12061,604622
Stage1,230,8715,604623
Stage1,230,8715,604623
Stage2,230,9.25048,604623
Stage1,230,8715,604623
Stage2,230,9.25048,604623
Stage3,230,9.25048,604623 (VALID, latency=0.118832ms)
Stage1,231,4566,604626
Stage1,231,4566,604626
Stage2,231,8.40602,604626
Stage1,231,4566,604626
Stage2,231,8.40602,604626
Stage3,231,8.40602,604626 (VALID, latency=0.123519ms)
Stage1,232,8037,604628
Stage1,232,8037,604628
Stage2,232,9.15422,604628
Stage1,232,8037,604628
Stage2,232,9.15422,604628
Stage3,232,9.15422,604628 (VALID, latency=0.102452ms)
Stage1,233,2185,604631
Stage1,233,2185,604631
Stage2,233,7.7342,604631
Stage1,234,1866,604633
Stage1,234,1866,604633
Stage2,234,7.58673,604633
Stage1,235,4166,604635
Stage1,235,4166,604635
Stage2,235,8.41228,604635
Stage1,236,8926,604637
Stage1,236,8926,604637
Stage2,236,9.20123,604637
Stage1,237,8833,604639
Stage1,237,8833,604639
Stage2,237,9.19282,604639
Stage1,238,5394,604642
Stage1,238,5394,604642
Stage2,238,8.64579,604642
Stage1,238,5394,604642
Stage2,238,8.64579,604642
Stage3,238,8.64579,604642 (VALID, latency=0.140078ms)
Stage1,239,3244,604645
Stage1,239,3244,604645
Stage2,239,8.20372,604645
Stage1,240,8075,604647
Stage1,240,8075,604647
Stage2,240,9.01902,604647
Stage1,241,1221,604649
Stage1,241,1221,604649
Stage2,241,7.1121,604649
Stage1,241,1221,604649
Stage2,241,7.1121,604649
Stage3,241,7.1121,604649 (VALID, latency=0.112428ms)
Stage1,242,8961,604653
Stage1,242,8961,604653
Stage2,242,9.32491,604653
Stage1,242,8961,604653
Stage2,242,9.32491,604653
Stage3,242,9.32491,604653 (VALID, latency=0.23076ms)
Stage1,243,3563,604656
Stage1,243,3563,604656
Stage2,243,8.11315,604656
Stage1,243,3563,604656
Stage2,243,8.11315,604656
Stage3,243,8.11315,604656 (VALID, latency=0.203146ms)
Stage1,244,3181,604659
Stage1,244,3181,604659
Stage2,244,8.18994,604659
Stage1,245,9069,604661
Stage1,245,9069,604661
Stage2,245,9.28594,604661
Stage1,245,9069,604661
Stage2,245,9.28594,604661
Stage3,245,9.28594,604662 (VALID, latency=0.208691ms)
Stage1,246,1101,604665
Stage1,246,1101,604665
Stage2,246,6.83862,604665
Stage1,246,1101,604665
Stage2,246,6.83862,604665
Stage3,246,6.83862,604665 (VALID, latency=0.142597ms)
Stage1,247,2722,604667
Stage1,247,2722,604667
Stage2,247,8.16241,604667
Stage1,248,2280,604669
Stage1,248,2280,604669
Stage2,248,7.6077,604669
Stage1,248,2280,604669
Stage2,248,7.6077,604669
Stage3,248,7.6077,604669 (VALID, latency=0.205076ms)
Stage1,249,6477,604672
Stage1,249,6477,604672
Stage2,249,9.10646,604672
Stage1,249,6477,604672
Stage2,249,9.10646,604672
Stage3,249,9.10646,604672 (VALID, latency=0.123868ms)
Stage1,250,4272,604674
Stage1,250,4272,604674
Stage2,250,8.15885,604675
Stage1,250,4272,604674
Stage2,250,8.15885,604675
Stage3,250,8.15885,604675 (VALID, latency=0.107001ms)
Stage1,251,6,604677
Stage1,251,6,604677
Stage2,251,1.98531,604677
Stage1,251,6,604677
Stage2,251,1.98531,604677
Stage3,251,1.98531,604677 (VALID, latency=0.120294ms)
Stage1,252,8181,604680
Stage1,252,8181,604680
Stage2,252,9.14411,604680
Stage1,252,8181,604680
Stage2,252,9.14411,604680
Stage3,252,9.14411,604680 (VALID, latency=0.117181ms)
Stage1,253,3526,604682
Stage1,253,3526,604682
Stage2,253,8.01151,604682
Stage1,254,8608,604684
Stage1,254,8608,604684
Stage2,254,8.81415,604684
Stage1,255,3048,604686
Stage1,255,3048,604686
Stage2,255,7.77775,604686
Stage1,255,3048,604686
Stage2,255,7.77775,604686
Stage3,255,7.77775,604686 (VALID, latency=0.142747ms)
Stage1,256,70,604692
Stage1,256,70,604692
Stage2,256,4.54099,604692
Stage1,256,70,604692
Stage2,256,4.54099,604692
Stage3,256,4.54099,604692 (VALID, latency=0.222034ms)
Stage1,257,1647,604695
Stage1,257,1647,604695
Stage2,257,7.16724,604695
Stage1,257,1647,604695
Stage2,257,7.16724,604695
Stage3,257,7.16724,604695 (VALID, latency=0.203787ms)
Stage1,258,5108,604698
Stage1,258,5108,604698
Stage2,258,8.92844,604698
Stage1,259,5341,604700
Stage1,259,5341,604700
Stage2,259,8.65844,604700
Stage1,259,5341,604700
Stage2,259,8.65844,604700
Stage3,259,8.65844,604700 (VALID, latency=0.148468ms)
Stage1,260,4175,604704
Stage1,260,4175,604704
Stage2,260,8.03575,604704
Stage1,261,4849,604705
Stage1,261,4849,604705
Stage2,261,8.0839,604706
Stage1,262,2222,604707
Stage1,262,2222,604707
Stage2,262,7.64449,604708
Stage1,263,6925,604711
Stage1,263,6925,604711
Stage2,263,8.99924,604711
Stage1,264,1199,604713
Stage1,264,1199,604713
Stage2,264,6.83814,604713
Stage1,265,2695,604715
Stage1,265,2695,604715
Stage2,265,8.49361,604715
Stage1,265,2695,604715
Stage2,265,8.49361,604715
Stage3,265,8.49361,604715 (VALID, latency=0.128828ms)
Stage1,266,3377,604718
Stage1,266,3377,604718
Stage2,266,8.59181,604719
Stage1,267,2442,604721
Stage1,267,2442,604721
Stage2,267,7.47117,604721
Stage1,267,2442,604721
Stage2,267,7.47117,604721
Stage3,267,7.47117,604721 (VALID, latency=0.12156ms)
Stage1,268,9430,604723
Stage1,268,9430,604723
Stage2,268,9.28288,604723
Stage1,269,1683,604725
Stage1,269,1683,604725
Stage2,269,6.91773,604725
Stage1,269,1683,604725
Stage2,269,6.91773,604725
Stage3,269,6.91773,604725 (VALID, latency=0.107117ms)
Stage1,270,3233,604728
Stage1,270,3233,604728
Stage2,270,8.6452,604728
Stage1,271,2188,604730
Stage1,271,2188,604730
Stage2,271,7.81507,604730
Stage1,272,5188,604732
Stage1,272,5188,604732
Stage2,272,9.29414,604732
Stage1,273,5582,604734
Stage1,273,5582,604734
Stage2,273,8.25272,604734
Stage1,274,7031,604736
Stage1,274,7031,604736
Stage2,274,9.59094,604736
Stage1,275,4039,604738
Stage1,275,4039,604738
Stage2,275,8.68003,604738
Stage1,275,4039,604738
Stage2,275,8.68003,604738
Stage3,275,8.68003,604738 (VALID, latency=0.143364ms)
Stage1,276,3637,604742
Stage1,276,3637,604742
Stage2,276,7.56183,604742
Stage1,277,649,604744
Stage1,277,649,604744
Stage2,277,6.66178,604744
Stage1,278,9718,604746
Stage1,278,9718,604746
Stage2,278,9.43873,604746
Stage1,279,2540,604749
Stage1,279,2540,604749
Stage2,279,8.09683,604749
Stage1,280,9625,604751
Stage1,280,9625,604751
Stage2,280,9.97734,604751
Stage1,280,9625,604751
Stage2,280,9.97734,604751
Stage3,280,9.97734,604751 (VALID, latency=0.127047ms)
Stage1,281,2469,604753
Stage1,281,2469,604753
Stage2,281,7.52878,604754
Stage1,281,2469,604753
Stage2,281,7.52878,604754
Stage3,281,7.52878,604754 (VALID, latency=0.143051ms)
Stage1,282,2518,604756
Stage1,282,2518,604756
Stage2,282,7.92429,604756
Stage1,283,6964,604758
Stage1,283,6964,604758
Stage2,283,9.342,604758
Stage1,284,4973,604760
Stage1,284,4973,604760
Stage2,284,8.16572,604760
Stage1,285,7123,604762
Stage1,285,7123,604762
Stage2,285,9.67266,604762
Stage1,286,3009,604764
Stage1,286,3009,604764
Stage2,286,7.24854,604764
Stage1,287,1481,604766
Stage1,287,1481,604766
Stage2,287,8.01503,604766
Stage1,288,2849,604769
Stage1,288,2849,604769
Stage2,288,7.82751,604769
Stage1,288,2849,604769
Stage2,288,7.82751,604769
Stage3,288,7.82751,604769 (VALID, latency=0.149387ms)
Stage1,289,9978,604771
Stage1,289,9978,604771
Stage2,289,8.71282,604771
Stage1,289,9978,604771
Stage2,289,8.71282,604771
Stage3,289,8.71282,604771 (VALID, latency=0.124737ms)
Stage1,290,369,604774
Stage1,290,369,604774
Stage2,290,5.48089,604774
Stage1,290,369,604774
Stage2,290,5.48089,604774
Stage3,290,5.48089,604774 (VALID, latency=0.120823ms)
Stage1,291,2668,604777
Stage1,291,2668,604777
Stage2,291,8.84007,604777
Stage1,292,6096,604779
Stage1,292,6096,604779
Stage2,292,7.93399,604779
Stage1,292,6096,604779
Stage2,292,7.93399,604779
Stage3,292,7.93399,604780 (VALID, latency=0.228585ms)
Stage1,293,9767,604782
Stage1,293,9767,604782
Stage2,293,9.03565,604782
Stage1,294,5027,604789
Stage1,294,5027,604789
Stage2,294,8.60125,604789
Stage1,295,4111,604791
Stage1,295,4111,604791
Stage2,295,8.14277,604791
Stage1,296,515,604792
Stage1,296,515,604792
Stage2,296,5.43094,604793
Stage1,297,331,604794
Stage1,297,331,604794
Stage2,297,5.67565,604794
Stage1,298,2787,604796
Stage1,298,2787,604796
Stage2,298,8.36339,604796
Stage1,298,2787,604796
Stage2,298,8.36339,604796
Stage3,298,8.36339,604796 (VALID, latency=0.104435ms)
Stage1,299,3451,604798
Stage1,299,3451,604798
Stage2,299,8.25485,604798
Stage1,300,9083,604800
Stage1,300,9083,604800
Stage2,300,9.47398,604800
Stage1,301,6344,604802
Stage1,301,6344,604802
Stage2,301,9.3898,604802
Stage1,302,2396,604805
Stage1,302,2396,604805
Stage2,302,6.94102,604805
Stage1,303,6808,604807
Stage1,303,6808,604807
Stage2,303,8.07291,604807
Stage1,304,1449,604809
Stage1,304,1449,604809
Stage2,304,8.24243,604810
Stage1,304,1449,604809
Stage2,304,8.24243,604810
Stage3,304,8.24243,604810 (VALID, latency=0.142648ms)
Stage1,305,5310,604812
Stage1,305,5310,604812
Stage2,305,8.95095,604813
Stage1,305,5310,604812
Stage2,305,8.95095,604813
Stage3,305,8.95095,604813 (VALID, latency=0.198626ms)
Stage1,306,4895,604815
Stage1,306,4895,604815
Stage2,306,7.61487,604815
Stage1,307,4478,604818
Stage1,307,4478,604818
Stage2,307,9.18611,604818
Stage1,308,9857,604821
Stage1,308,9857,604821
Stage2,308,8.37996,604821
Stage1,309,5529,604823
Stage1,309,5529,604823
Stage2,309,7.74894,604823
Stage1,309,5529,604823
Stage2,309,7.74894,604823
Stage3,309,7.74894,604823 (VALID, latency=0.163478ms)
Stage1,310,2421,604828
Stage1,310,2421,604828
Stage2,310,Stage3,310,7.05182,604829
Stage1,310,2421,604828
Stage2,310,Stage3,310,7.05182,604829
7.05182,604829 (VALID, latency=0.151443ms)
Stage1,311,5927,604831
Stage1,311,5927,604831
Stage2,311,9.17477,604831
Stage1,312,6722,604833
Stage1,312,6722,604833
Stage2,312,7.95124,604833
Stage1,313,809,604834
Stage1,313,809,604834
Stage2,313,7.705,604834
Stage1,314,7617,604836
Stage1,314,7617,604836
Stage2,314,9.72575,604836
Stage1,314,7617,604836
Stage2,314,9.72575,604836
Stage3,314,9.72575,604836 (VALID, latency=0.079887ms)
Stage1,315,3697,604838
Stage1,315,3697,604838
Stage2,315,7.61418,604838
Stage1,316,2377,604840
Stage1,316,2377,604840
Stage2,316,6.84981,604840
Stage1,317,2422,604842
Stage1,317,2422,604842
Stage2,317,7.05684,604842
Stage1,317,2422,604842
Stage2,317,7.05684,604842
Stage3,317,7.05684,604842 (VALID, latency=0.094139ms)
Stage1,318,7283,604844
Stage1,318,7283,604844
Stage2,318,8.44077,604844
Stage1,319,8032,604846
Stage1,319,8032,604846
Stage2,319,8.11009,604846
Stage1,320,3678,604848
Stage1,320,3678,604848
Stage2,320,7.48535,604848
Stage1,320,3678,604848
Stage2,320,7.48535,604848
Stage3,320,7.48535,604848 (VALID, latency=0.104714ms)
Stage1,321,4704,604851
Stage1,321,4704,604851
Stage2,321,8.6115,604851
Stage1,321,4704,604851
Stage2,321,8.6115,604851
Stage3,321,8.6115,604851 (VALID, latency=0.119345ms)
Stage1,322,6324,604853
Stage1,322,6324,604853
Stage2,322,9.22689,604853
Stage1,322,6324,604853
Stage2,322,9.22689,604853
Stage3,322,9.22689,604853 (VALID, latency=0.113589ms)
Stage1,323,9835,604856
Stage1,323,9835,604856
Stage2,323,8.48868,604856
Stage1,323,9835,604856
Stage2,323,8.48868,604856
Stage3,323,8.48868,604856 (VALID, latency=0.143389ms)
Stage1,324,6336,604858
Stage1,324,6336,604858
Stage2,324,9.33102,604858
Stage1,324,6336,604858
Stage2,324,9.33102,604858
Stage3,324,9.33102,604858 (VALID, latency=0.113118ms)
Stage1,325,3989,604860
Stage1,325,3989,604860
Stage2,325,9.15328,604860
Stage1,326,5358,604862
Stage1,326,5358,604862
Stage2,326,8.49578,604862
Stage1,326,5358,604862
Stage2,326,8.49578,604862
Stage3,326,8.49578,604862 (VALID, latency=0.156454ms)
Stage1,327,8165,604865
Stage1,327,8165,604865
Stage2,327,9.07043,604865
Stage1,328,903,604867
Stage1,328,903,604867
Stage2,328,7.21404,604867
Stage1,328,903,604867
Stage2,328,7.21404,604867
Stage3,328,7.21404,604867 (VALID, latency=0.109386ms)
Stage1,329,7984,604870
Stage1,329,7984,604870
Stage2,329,8.15594,604870
Stage1,330,8354,604872
Stage1,330,8354,604872
Stage2,330,10.0358,604872
Stage1,331,1508,604874
Stage1,331,1508,604874
Stage2,331,7.91838,604874
Stage1,332,3208,604875
Stage1,332,3208,604875
Stage2,332,8.71207,604875
Stage1,333,5082,604878
Stage1,333,5082,604878
Stage2,333,9.09793,604878
Stage1,333,5082,604878
Stage2,333,9.09793,604878
Stage3,333,9.09793,604878 (VALID, latency=0.147674ms)
Stage1,334,1866,604881
Stage1,334,1866,604881
Stage2,334,7.40685,604881
Stage1,334,1866,604881
Stage2,334,7.40685,604881
Stage3,334,7.40685,604881 (VALID, latency=0.153589ms)
Stage1,335,6959,604886
Stage1,335,6959,604886
Stage2,335,9.35243,604886
Stage1,336,408,604888
Stage1,336,408,604888
Stage2,336,5.31255,604888
Stage1,336,408,604888
Stage2,336,5.31255,604888
Stage3,336,5.31255,604888 (VALID, latency=0.10871ms)
Stage1,337,8584,604891
Stage1,337,8584,604891
Stage2,337,8.38975,604891
Stage1,338,5909,604895
Stage1,338,5909,604895
Stage2,338,9.26629,604895
Stage1,339,3260,604897
Stage1,339,3260,604897
Stage2,339,8.96524,604897
Stage1,340,6776,604899
Stage1,340,6776,604899
Stage2,340,8.05733,604899
Stage1,340,6776,604899
Stage2,340,8.05733,604899
Stage3,340,8.05733,604899 (VALID, latency=0.097864ms)
Stage1,341,2203,604902
Stage1,341,2203,604902
Stage2,341,7.71656,604902
Stage1,342,166,604904
Stage1,342,166,604904
Stage2,342,5.98867,604904
Stage1,343,7112,604906
Stage1,343,7112,604906
Stage2,343,9.71734,604906
Stage1,343,7112,604906
Stage2,343,9.71734,604906
Stage3,343,9.71734,604906 (VALID, latency=0.088267ms)
Stage1,344,5121,604908
Stage1,344,5121,604908
Stage2,344,9.2864,604908
Stage1,344,5121,604908
Stage2,344,9.2864,604908
Stage3,344,9.2864,604908 (VALID, latency=0.047713ms)
Stage1,345,8096,604910
Stage1,345,8096,604910
Stage2,345,8.55321,604910
Stage1,346,2265,604912
Stage1,346,2265,604912
Stage2,346,7.28607,604912
Stage1,346,2265,604912
Stage2,346,7.28607,604912
Stage3,346,7.28607,604912 (VALID, latency=0.050469ms)
Stage1,347,3487,604913
Stage1,347,3487,604913
Stage2,347,7.97672,604914
Stage1,348,6452,604915
Stage1,348,6452,604915
Stage2,348,9.62987,604915
Stage1,349,962,604917
Stage1,349,962,604917
Stage2,349,6.75933,604917
Stage1,350,1744,604918
Stage1,350,1744,604918
Stage2,350,6.76765,604918
Stage1,351,9406,604920
Stage1,351,9406,604920
Stage2,351,9.11047,604920
Stage1,352,6910,604921
Stage1,352,6910,604921
Stage2,352,8.916,604921
Stage1,353,3976,604923
Stage1,353,3976,604923
Stage2,353,8.98435,604923
Stage1,353,3976,604923
Stage2,353,8.98435,604923
Stage3,353,8.98435,604923 (VALID, latency=0.120241ms)
Stage1,354,3868,604925
Stage1,354,3868,604925
Stage2,354,8.90766,604925
Stage1,355,5178,604926
Stage1,355,5178,604926
Stage2,355,9.31115,604926
Stage1,355,5178,604926
Stage2,355,9.31115,604926
Stage3,355,9.31115,604926 (VALID, latency=0.08132ms)
Stage1,356,9368,604928
Stage1,356,9368,604928
Stage2,356,8.88428,604928
Stage1,357,8378,604929
Stage1,357,8378,604929
Stage2,357,9.69343,604929
Stage1,358,1376,604931
Stage1,358,1376,604931
Stage2,358,7.86549,604931
Stage1,359,6757,604933
Stage1,359,6757,604933
Stage2,359,8.27976,604933
Stage1,360,3411,604935
Stage1,360,3411,604935
Stage2,360,8.4608,604935
Stage1,360,3411,604935
Stage2,360,8.4608,604935
Stage3,360,8.4608,604935 (VALID, latency=0.100712ms)
Stage1,361,7353,604937
Stage1,361,7353,604937
Stage2,361,8.42525,604937
Stage1,361,7353,604937
Stage2,361,8.42525,604937
Stage3,361,8.42525,604937 (VALID, latency=0.144697ms)
Stage1,362,1135,604939
Stage1,362,1135,604939
Stage2,362,6.53522,604939
Stage1,363,2091,604941
Stage1,363,2091,604941
Stage2,363,8.1906,604941
Stage1,363,2091,604941
Stage2,363,8.1906,604941
Stage3,363,8.1906,604941 (VALID, latency=0.129525ms)
Stage1,364,9247,604943
Stage1,364,9247,604943
Stage2,364,8.69949,604943
Stage1,365,5415,604945
Stage1,365,5415,604945
Stage2,365,8.31813,604945
Stage1,365,5415,604945
Stage2,365,8.31813,604945
Stage3,365,8.31813,604945 (VALID, latency=0.146365ms)
Stage1,366,8774,604947
Stage1,366,8774,604947
Stage2,366,9.0626,604948
Stage1,367,6958,604949
Stage1,367,6958,604949
Stage2,367,9.15458,604949
Stage1,367,6958,604949
Stage2,367,9.15458,604949
Stage3,367,9.15458,604949 (VALID, latency=0.118944ms)
Stage1,368,2580,604951
Stage1,368,2580,604951
Stage2,368,8.20478,604951
Stage1,368,2580,604951
Stage2,368,8.20478,604951
Stage3,368,8.20478,604952 (VALID, latency=0.170569ms)
Stage1,369,2286,604955
Stage1,369,2286,604955
Stage2,369,7.43918,604955
Stage1,369,2286,604955
Stage2,369,7.43918,604955
Stage3,369,7.43918,604955 (VALID, latency=0.140927ms)
Stage1,370,6600,604957
Stage1,370,6600,604957
Stage2,370,8.86757,604957
Stage1,370,6600,604957
Stage2,370,8.86757,604957
Stage3,370,8.86757,604957 (VALID, latency=0.131555ms)
Stage1,371,1750,604959
Stage1,371,1750,604959
Stage2,371,7.10503,604959
Stage1,371,1750,604959
Stage2,371,7.10503,604959
Stage3,371,7.10503,604959 (VALID, latency=0.128828ms)
Stage1,372,8173,604962
Stage1,372,8173,604962
Stage2,372,9.12137,604962
Stage1,373,9822,604964
Stage1,373,9822,604964
Stage2,373,9.01064,604964
Stage1,373,9822,604964
Stage2,373,9.01064,604964
Stage3,373,9.01064,604964 (VALID, latency=0.201386ms)
Stage1,374,5553,604968
Stage1,374,5553,604968
Stage2,374,8.38901,604968
Stage1,374,5553,604968
Stage2,374,8.38901,604968
Stage3,374,8.38901,604968 (VALID, latency=0.118175ms)
Stage1,375,5167,604971
Stage1,375,5167,604971
Stage2,375,8.96735,604971
Stage1,376,5297,604973
Stage1,376,5297,604973
Stage2,376,8.78995,604973
Stage1,377,2609,604975
Stage1,377,2609,604975
Stage2,377,8.17532,604975
Stage1,378,2419,604977
Stage1,378,2419,604977
Stage2,378,7.61101,604977
Stage1,379,9963,604979
Stage1,379,9963,604979
Stage2,379,9.09691,604979
Stage1,379,9963,604979
Stage2,379,9.09691,604979
Stage3,379,9.09691,604979 (VALID, latency=0.266863ms)
Stage1,380,932,604983
Stage1,380,932,604983
Stage2,380,6.90232,604983
Stage1,381,9655,604985
Stage1,381,9655,604985
Stage2,381,9.44864,604985
Stage1,382,8973,604988
Stage1,382,8973,604988
Stage2,382,9.40775,604988
Stage1,382,8973,604988
Stage2,382,9.40775,604988
Stage3,382,9.40775,604988 (VALID, latency=0.143369ms)
Stage1,383,5583,604990
Stage1,383,5583,604990
Stage2,383,8.57871,604990
Stage1,383,5583,604990
Stage2,383,8.57871,604990
Stage3,383,8.57871,604990 (VALID, latency=0.158301ms)
Stage1,384,9005,604994
Stage1,384,9005,604994
Stage2,384,9.35381,604994
Stage1,385,8827,604997
Stage1,385,8827,604997
Stage2,385,Stage3,385,9.22836,604997
Stage1,385,8827,604997
Stage2,385,Stage3,385,9.22836,604997
9.22836,604997 (VALID, latency=0.150213ms)
Stage1,386,6332,605000
Stage1,386,6332,605000
Stage2,386,8.89881,605000
Stage1,387,1888,605002
Stage1,387,1888,605002
Stage2,387,7.59604,605002
Stage1,388,3391,605004
Stage1,388,3391,605004
Stage2,388,8.24811,605004
Stage1,389,2789,605006
Stage1,389,2789,605006
Stage2,389,8.0188,605006
Stage1,390,3493,605008
Stage1,390,3493,605008
Stage2,390,8.20231,605008
Stage1,391,7004,605012
Stage1,391,7004,605012
Stage2,391,8.96812,605012
Stage1,392,7260,605015
Stage1,392,7260,605015
Stage2,392,8.97364,605015
Stage1,392,7260,605015
Stage2,392,8.97364,605015
Stage3,392,8.97364,605015 (VALID, latency=0.209628ms)
Stage1,393,8467,605018
Stage1,393,8467,605018
Stage2,393,9.13781,605018
Stage1,394,8972,605035
Stage1,394,8972,605035
Stage2,394,9.17371,605035
Stage1,395,8564,605038
Stage1,395,8564,605038
Stage2,395,9.18417,605038
Stage1,396,8871,605045
Stage1,396,8871,605045
Stage2,396,9.1427,605045
Stage1,396,8871,605045
Stage2,396,9.1427,605045
Stage3,396,9.1427,605045 (VALID, latency=0.197743ms)
Stage1,397,4046,605051
Stage1,397,4046,605051
Stage2,397,8.34119,605051
Stage1,397,4046,605051
Stage2,397,8.34119,605051
Stage3,397,8.34119,605051 (VALID, latency=0.229915ms)
Stage1,398,7799,605055
Stage1,398,7799,605055
Stage2,398,8.99767,605055
Stage1,399,8878,605057
Stage1,399,8878,605057
Stage2,399,9.09677,605057
Stage1,400,6421,605060
Stage1,400,6421,605060
Stage2,400,8.70785,605060
Stage1,401,8510,605062
Stage1,401,8510,605062
Stage2,401,9.18921,605062
Stage1,402,842,605065
Stage1,402,842,605065
Stage2,402,6.61727,605065
Stage1,403,9357,605068
Stage1,403,9357,605068
Stage2,403,9.37153,605068
Stage1,404,1617,605070
Stage1,404,1617,605070
Stage2,404,7.53474,605070
Stage1,404,1617,605070
Stage2,404,7.53474,605070
Stage3,404,7.53474,605070 (VALID, latency=0.236582ms)
Stage1,405,7854,605074
Stage1,405,7854,605074
Stage2,405,9.06033,605074
Stage1,405,7854,605074
Stage2,405,9.06033,605074
Stage3,405,9.06033,605074 (VALID, latency=0.195318ms)
Stage1,406,8986,605077
Stage1,406,8986,605077
Stage2,406,8.95175,605077
Stage1,407,6690,605079
Stage1,407,6690,605079
Stage2,407,Stage3,9.11887,605,79
Stage1,407,6690,605079
Stage2,407,Stage3,9.11887,605,79
9.11887,605079 (VALID, latency=0.188098ms)
Stage1,408,6065,605081
Stage1,408,6065,605081
Stage2,408,9.0382,605082
Stage1,409,5807,605084
Stage1,409,5807,605084
Stage2,409,8.4265,605084
Stage1,410,92,605087
Stage1,410,92,605087
Stage2,410,4.28622,605087
Stage1,411,3723,605090
Stage1,411,3723,605090
Stage2,411,8.4493,605090
Stage1,411,3723,605090
Stage2,411,8.4493,605090
Stage3,411,8.4493,605090 (VALID, latency=0.238003ms)
Stage1,412,1015,605092
Stage1,412,1015,605092
Stage2,412,7.2121,605093
Stage1,412,1015,605092
Stage2,412,7.2121,605093
Stage3,412,7.2121,605093 (VALID, latency=0.196007ms)
Stage1,413,9402,605096
Stage1,413,9402,605096
Stage2,413,Stage3,413,9.33747,605096
9.33747,605096 (VALID, latency=0.250723ms)
Stage1,413,9402,605096
Stage2,413,Stage3,413,9.33747,605096
Stage1,414,6636,605099
Stage1,414,6636,605099
Stage2,414,9.04066,605099
Stage1,414,6636,605099
Stage2,414,9.04066,605099
Stage3,414,9.04066,605099 (VALID, latency=0.185996ms)
Stage1,415,9737,605102
Stage1,415,9737,605102
Stage2,415,9.2766,605102
Stage1,415,9737,605102
Stage2,415,9.2766,605102
Stage3,415,9.2766,605102 (VALID, latency=0.27697ms)
Stage1,416,51,605105
Stage1,416,51,605105
Stage2,416,3.75435,605105
Stage1,417,2840,605107
Stage1,417,2840,605107
Stage2,417,8.06819,605107
Stage1,418,1609,605110
Stage1,418,1609,605110
Stage2,418,7.6105,605110
Stage1,419,3054,605112
Stage1,419,3054,605112
Stage2,419,8.46977,605112
Stage1,419,3054,605112
Stage2,419,8.46977,605112
Stage3,419,8.46977,605112 (VALID, latency=0.169294ms)
Stage1,420,5488,605115
Stage1,420,5488,605115
Stage2,420,9.20466,605115
Stage1,420,5488,605115
Stage2,420,9.20466,605115
Stage3,420,9.20466,605115 (VALID, latency=0.126452ms)
Stage1,421,4857,605118
Stage1,421,4857,605118
Stage2,421,9.09366,605118
Stage1,421,4857,605118
Stage2,421,9.09366,605118
Stage3,421,9.09366,605118 (VALID, latency=0.232768ms)
Stage1,422,6919,605121
Stage1,422,6919,605121
Stage2,422,8.88687,605121
Stage1,423,4485,605123
Stage1,423,4485,605123
Stage2,423,8.04477,605123
Stage1,423,4485,605123
Stage2,423,8.04477,605123
Stage3,423,8.04477,605123 (VALID, latency=0.176544ms)
Stage1,424,6520,605126
Stage1,424,6520,605126
Stage2,424,8.45722,605126
Stage1,425,9945,605127
Stage1,425,9945,605127
Stage2,425,9.83834,605128
Stage1,425,9945,605127
Stage2,425,9.83834,605128
Stage3,425,9.83834,605128 (VALID, latency=0.327818ms)
Stage1,426,2243,605131
Stage1,426,2243,605131
